shū luǎn guǎn ái	輸卵管癌
yá wài kē zhèng jī shù hòu	牙外科正畸術後
yá yín bìng sǔn qiē chú shù	牙齦病損切除術
yá yín zhǒng kuài qiē chú shù	牙齦腫塊切除術
yá yín zhǒng liú qiē chú shù	牙齦腫瘤切除術
yá yuán xìng gài huà náng zhǒng	牙源性鈣化囊腫
yá yuán xìng jiǎo huà náng zhǒng	牙源性角化囊腫
yá yuán xìng xiàn liú yàng liú	牙源性腺瘤樣瘤
yá yuán xìng xiān wéi ròu liú	牙源性纖維肉瘤
yá zhòng zhí tǐ zhí rù shù	牙種植體植入術
yá zhōu bìng sǔn qiē chú shù	牙周病損切除術
yá zhōu gǔ chéng xíng shǒu shù	牙周骨成形手術
yá zhōu zǔ zhī guā chú shù	牙周組織刮除術
yá zhōu zǔ zhī jī rě qū	牙周組織激惹區
yān bù bìng sǔn qiē chú shù	咽部病損切除術
yǎn bù fú shè xìng sǔn shāng	眼部輻射性損傷
yān bù lín bā jié zhǒng dà	咽部淋巴結腫大
yān bù nóng zhǒng yǐn liú shù	咽部膿腫引流術
yān bù qiē kāi tàn chá shù	咽部切開探查術
yān bù sī liè xiū bǔ shù	咽部撕裂修補術
yān bù zhǒng liú qiē chú shù	咽部腫瘤切除術
yān bù zhǒng wù qiē chú shù	咽部腫物切除術
yǎn bù zhǒng wù qiē chú shù	眼部腫物切除術
yān cǎo làn yòng jiā zú shǐ	菸草濫用家族史
yàn cè bì yán xìng zhǒng wù	咽側壁炎性腫物
yǎn chǐ zhǐ fā yù bù liáng	眼齒指發育不良
yán dà shén jīng guǎn liè kǒng	岩大神經管裂孔
yǎn dòng mài liú jiā bì shù	眼動脈瘤夾閉術
yǎn ěr kuò fā yù bù quán	眼耳廓發育不全
yàn gǔ guǎn è xìng zhǒng liú	咽鼓管惡性腫瘤
yàn gǔ guǎn yā lì cè dìng	咽鼓管壓力測定
yán gǔ xié pō nǎo mó liú	巖骨斜坡腦膜瘤
yǎn guī jiāo pái yì fǎn yìng	眼硅膠排異反應
yǎn hé cí gòng zhèn jiǎn chá	眼核磁共振檢查
yàn hòu bì è xìng zhǒng liú	咽後壁惡性腫瘤
yān hóu bí qiāng xuè guǎn liú	咽喉鼻腔血管瘤
yǎn huáng bān hòu jí biàn xìng	眼黃斑後極變性
yǎn huó tǐ zǔ zhī jiǎn chá	眼活體組織檢查
yǎn jī bù fèn qiē chú shù	眼肌部分切除術
yàn jì fā è xìng zhǒng liú	咽繼發惡性腫瘤
yǎn jī luán suō xìng xié shì	眼肌攣縮性斜視
yǎn jī suō duǎn qián xǐ shù	眼肌縮短前徙術
yǎn jiǎn bìng sǔn pò huài shù	眼瞼病損破壞術
yǎn jiǎn bìng sǔn qiē chú shù	眼瞼病損切除術
yǎn jiǎn dòng mài gōng gōng yìng	眼瞼動脈弓供應
yǎn jiǎn hòu tiān xìng jī xíng	眼瞼後天性畸形
yǎn jiǎn liè shāng féng hé shù	眼瞼裂傷縫合術
yǎn jiǎn náng zhǒng qiē chú shù	眼瞼囊腫切除術
yǎn jiǎn náng zhǒng zhāi chú shù	眼瞼囊腫摘除術
yǎn jiǎn pí fū sōng chuí zhèng	眼瞼皮膚松垂症
yǎn jiǎn pí fū yuán wèi ái	眼瞼皮膚原位癌
yǎn jiǎn pí zhī xiàn náng zhǒng	眼瞼皮脂腺囊腫
yǎn jiǎn qiē kāi yǐn liú shù	眼瞼切開引流術
yǎn jiǎn qīng chuàng féng hé shù	眼瞼清創縫合術
yǎn jiǎn quán céng chóng jiàn shù	眼瞼全層重建術
yǎn jiǎn quán céng sī liè shāng	眼瞼全層撕裂傷
yǎn jiǎn ruǎn zǔ zhī cuò shāng	眼瞼軟組織挫傷
yǎn jiǎn shī zhěn xìng pí yán	眼瞼濕疹性皮炎
yǎn jiǎn wài fān jiǎo zhèng shù	眼瞼外翻矯正術
yǎn jiǎn yā fá zhí rù shù	眼減壓閥植入術
yǎn jiǎn yì wù qǔ chū shù	眼瞼異物取出術
yǎn jiǎn zhān lián fēn lí shù	眼瞼粘連分離術
yǎn jiǎn zhān lián sōng jiě shù	眼瞼粘連松解術
yǎn jiǎn zhān lián xìng bā hén	眼瞼粘連性疤痕
yǎn jiǎn zhǒng kuài qiē chú shù	眼瞼腫塊切除術
yǎn jiǎn zhǒng liú qiē chú shù	眼瞼腫瘤切除術
yǎn jiǎn zhǒng wù qiē chú shù	眼瞼腫物切除術
yǎn jiāo jiè è xìng zhǒng liú	眼交界惡性腫瘤
yǎn jiǎo mó kuì yáng chuān kǒng	眼角膜潰瘍穿孔
yǎn kē shǒu shù rǎn sè jì	眼科手術染色劑
yǎn kē shǒu shù yòng guī yóu	眼科手術用硅油
yǎn kē shǒu shù yòng zhòng shuǐ	眼科手術用重水
yǎn kuàng gǔ è xìng zhǒng liú	眼眶骨惡性腫瘤
yǎn kuàng hé yǎn qiú shǒu shù	眼眶和眼球手術
yǎn kuàng shāng kǒu xiū bǔ shù	眼眶傷口修補術
yǎn kuàng yán xìng ròu yá zhǒng	眼眶炎性肉芽腫
yǎn kuàng zhěn duàn xìng chōu xī	眼眶診斷性抽吸
yǎn kuàng zhí rù wù qù chú	眼眶植入物去除
yǎn kuàng zhǒng liú qiē chú shù	眼眶腫瘤切除術
yǎn kuàng zhǒng liú zhāi chú shù	眼眶腫瘤摘除術
yǎn kuò jīn mó qiē chú shù	眼闊筋膜切除術
yàn lòu pí bàn xiū fù shù	咽瘻皮瓣修復術
yàn lòu qiē kāi yǐn liú shù	咽瘻切開引流術
yǎn lún zā jī jǐn suō shù	眼輪匝肌緊縮術
yǎn lún zā jī suō duǎn shù	眼輪匝肌縮短術
yǎn lún zā jī xuán diào shù	眼輪匝肌懸吊術
yǎn lǜ guò pào chóng jiàn shù	眼濾過泡重建術
yǎn méi sī liè shāng féng hé	眼眉撕裂傷縫合
yán miàn qiè jiā zhí pí shù	顏面切痂植皮術
yán miàn sù lì xìng láng chuāng	顏面粟粒性狼瘡
yán miàn zài fā xìng pí yán	顏面再發性皮炎
yǎn nèi róng wù wān chū shù	眼內容物剜出術
yǎn nèi zhí jī suō duǎn shù	眼內直肌縮短術
yàn páng nóng zhǒng yǐn liú shù	咽旁膿腫引流術
yǎn qiú hòu è xìng zhǒng liú	眼球後惡性腫瘤
yǎn qiú hòu liáng xìng zhǒng liú	眼球後良性腫瘤
yǎn qiú liè shāng féng hé shù	眼球裂傷縫合術
yǎn qiú pò liè xiū bǔ shù	眼球破裂修補術
yǎn qiú tiě zhì chén zhuó bìng	眼球鐵質沉着病
yǎn qiú tuì suō zōng hé zhēng	眼球退縮綜合徵
yǎn sè sù céng nǎo mó yán	眼色素層腦膜炎
yǎn sè sù céng sāi xiàn yán	眼色素層腮腺炎
yàn shí guǎn lòu qiē chú shù	咽食管瘺切除術
yán suǐ qián fāng jiǎn yā shù	延髓前方減壓術
yán suǐ wài cè zōng hé zhēng	延髓外側綜合徵
yán táng jiào sù quē fá zhèng	巖糖酵素缺乏症
yǎn wài jī gōng néng jiǎn chá	眼外肌功能檢查
yǎn wài jī liáng xìng zhǒng liú	眼外肌良性腫瘤
yàn xià bù liáng xìng zhǒng liú	嚥下部良性腫瘤
yǎn xiàn lì sī tè jūn bìng	眼腺利斯特菌病
yǎn xiàn xíng tǔ lā jūn bìng	眼腺型土拉菌病
yán xiǎo shén jīng guǎn liè kǒng	岩小神經管裂孔
yǎn yā rì qū xiàn jiǎn chá	眼壓日曲線檢查
yàn yǎng jūn xìng bài xuè bìng	厭氧菌性敗血病
yán zǎo táng gān chén jī zhèng	岩藻糖苷沉積症
yán zǎo táng gān zhù jī bìng	岩藻糖苷貯積病
yán zǎo táng gān zhù jī zhèng	岩藻糖苷貯積症
yán zhuī qì fáng qiē kāi shù	巖錐氣房切開術
yán zhuī xiǎo fáng qiē chú shù	巖錐小房切除術
yǎn zì bù bān hén jī xíng	眼眥部瘢痕畸形
yáng míng jīn shāng cháng zào zhèng	陽明津傷腸燥證
yáng míng shī rè jiān biǎo zhèng	陽明濕熱兼表證
yáng míng shī rè lǐ shí zhèng	陽明濕熱裏實證
yáng míng shuǐ rè hù jié zhèng	陽明水熱互結證
yáng xū hán shī zǔ luò zhèng	陽虛寒濕阻絡證
yǎng zú yuán sù hù huà wù	氧族元素互化物
yāo bù jié hé xìng dòu dào	腰部結核性竇道
yāo bù jié hé xìng nóng zhǒng	腰部結核性膿腫
yāo bù kāi fàng xìng shāng kǒu	腰部開放性傷口
yāo dǐ shén jīng cóng duàn liè	腰骶神經叢斷裂
yāo dǐ shén jīng gēn jí huàn	腰骶神經根疾患
yāo dǐ shén jīng gēn náng zhǒng	腰骶神經根囊腫
yāo dǐ zhuī jiān pán biàn xìng	腰骶椎間盤變性
yāo dǐ zhuī jiān pán tuō chū	腰骶椎間盤脫出
yāo dǐ zhuī jiān pán tuō wèi	腰骶椎間盤脫位
yāo héng tū jiān nèi cè jī	腰橫突間內側肌
yāo héng tū jiān wài cè jī	腰橫突間外側肌
yáo huàng yīng ér zōng hé zhēng	搖晃嬰兒綜合徵
yào pǐn xiào yìng dòng lì xué	藥品效應動力學
yào shí bàn duì shù qū xiàn	藥時半對數曲線
yào suī xiāng wèi xiào xiāng chéng	藥雖相畏效相成
yào wù dài xiè dòng lì xué	藥物代謝動力學
yào wù dòng lì xué mó xíng	藥物動力學模型
yào wù guāng biàn yīng fǎn yìng	藥物光變應反應
yào wù guāng dú xìng fǎn yìng	藥物光毒性反應
yào wù guò mǐn xìng kǒu yán	藥物過敏性口炎
yào wù huò yào jì zhòng dú	藥物或藥劑中毒
yào wù jiē chù xìng pí yán	藥物接觸性皮炎
yào wù tè yì xìng kàng tǐ	藥物特異性抗體
yào wù xiāng guān xìng cháng yán	藥物相關性腸炎
yào wù xiào yìng dòng lì xué	藥物效應動力學
yào wù xìng diān xián fā zuò	藥物性癲癇發作
yào wù xìng duō shén jīng bìng	藥物性多神經病
yào wù xìng gǔ suǐ yì zhì	藥物性骨髓抑制
yào wù xìng jiǎ zhuàng xiàn yán	藥物性甲狀腺炎
yào wù xìng yá yín zēng shēng	藥物性牙齦增生
yào wù yǐn qǐ gǔ huài sǐ	藥物引起骨壞死
yào wù zhù shè hòu bā hén	藥物注射後疤痕
yāo zhuī bìng zào qīng chú shù	腰椎病竈清除術
yāo zhuī chuān cì hòu tou tòng	腰椎穿刺後頭痛
yāo zhuī chuí guǎn xiá zhǎi zhèng	腰椎椎管狹窄症
yāo zhuī duō kāi xìng tuō wèi	腰椎哆開性脫位
yāo zhuī héng tū zōng hé zhēng	腰椎橫突綜合徵
yāo zhuī jiān pán qiē chú shù	腰椎間盤切除術
yāo zhuī jiān pán tū chū zhèng	腰椎間盤突出症
yāo zhuī jiān tuì huà xìng biàn	腰椎間退化性變
yāo zhuī jié hé bàn nóng zhǒng	腰椎結核伴膿腫
yāo zhuī kāi fàng xìng gǔ zhé	腰椎開放性骨折
yāo zhuī zhū wǎng mó xià qiāng	腰椎蛛網膜下腔
yè bēn lín bā jié zhǒng dà	腋賁淋巴結腫大
yé ěr sēn shì jūn cháng yán	耶爾森氏菌腸炎
yè lín bā jié qīng sǎo shù	腋淋巴結清掃術
yè nèi xíng fèi gé lí zhèng	葉內型肺隔離症
yè wài xíng fèi gé lí zhèng	葉外型肺隔離症
yè wō kāi fàng xìng shāng kǒu	腋窩開放性傷口
yè xià lín bā jié zhǒng dà	腋下淋巴結腫大
yè xià zhǒng kuài qiē chú shù	腋下腫塊切除術
yì bān shì yìng zōng hé zhēng	一般適應綜合徵
yí chuán guò mǐn xìng pí yán	遺傳過敏性皮炎
yí chuán xìng bái hēi biàn bìng	遺傳性白黑變病
yí chuán xìng fèn bǔ lín bìng	遺傳性糞卟啉病
yí chuán xìng lín bā shuǐ zhǒng	遺傳性淋巴水腫
yí chuán xìng tuǐ bù shuǐ zhǒng	遺傳性腿部水腫
yí cì xìng qì guǎn dǎo guǎn	一次性氣管導管
yí dǎo sù liú qiē chú shù	胰島素瘤切除術
yí dǎo xì bāo yí zhí shù	胰島細胞移植術
yí dǎo xì bāo zēng shēng zhèng	胰島細胞增生症
yí guǎn bìng sǔn qiē chú shù	胰管病損切除術
yí guǎn kōng cháng wěn hé shù	胰管空腸吻合術
yí guǎn qiē kāi qǔ shí shù	胰管切開取石術
yì guǎn shén jīng qiē duàn shù	翼管神經切斷術
yí guǎn tào guǎn chā rù shù	胰管套管插入術
yì kāng jǐng zhuī qiān yǐn dài	益康頸椎牽引帶
yì miáo jiē zhòng hòu nǎo yán	疫苗接種後腦炎
yì miáo jiē zhòng jiǎo mó yán	疫苗接種角膜炎
yì qī ěr kuò chéng xíng shù	一期耳廓成形術
yì rǔ bì jīng zōng hé zhēng	溢乳閉經綜合徵
yí shí èr zhǐ cháng jìng mài	胰十二指腸靜脈
yì tǐ gōng gān qiē chú shù	異體供肝切除術
yì tǐ gǒng mó tián sāi shù	異體鞏膜填塞術
yì tǐ gōng shèn qǔ shèn shù	異體供腎取腎術
yì tǐ gōng yí qiē chú shù	異體供胰切除術
yì tǐ guān jié zhì huàn shù	異體關節置換術
yì tǐ jié mó yí zhí shù	異體結膜移植術
yì tǐ jīn mó xuán diào shù	異體筋膜懸吊術
yì tǐ pí zàng yí zhí shù	異體脾臟移植術
yì tū lín bā guǎn kuò zhāng	翼突淋巴管擴張
yí wàng xū gòu zōng hé zhēng	遺忘虛構綜合徵
yì wèi yí xiàn qiē chú shù	異位胰腺切除術
yì wèi yí xiàn yí zhí shù	異位胰腺移植術
yí xiàn bìng sǔn qiē chú shù	胰腺病損切除術
yí xiàn bù fèn qiē chú shù	胰腺部分切除術
yí xiàn chuān cì huó jiǎn shù	胰腺穿刺活檢術
yí xiàn gēn zhì qiē chú shù	胰腺根治切除術
yí xiàn hú fù bù xiàn ái	胰腺壺腹部腺癌
yí xiàn kōng cháng wěn hé shù	胰腺空腸吻合術
yí xiàn náng zhǒng qiē chú shù	胰腺囊腫切除術
yí xiàn náng zhǒng zào dài shù	胰腺囊腫造袋術
yí xiàn náng zhǒng zào kǒu shù	胰腺囊腫造口術
yí xiàn nóng zhǒng yǐn liú shù	胰腺膿腫引流術
yí xiàn qiē kāi qǔ shí shù	胰腺切開取石術
yí xiàn qiē kāi yǐn liú shù	胰腺切開引流術
yí xiàn quán bù qiē chú shù	胰腺全部切除術
yí xiàn wēi bō gù huà shù	胰腺微波固化術
yí xiàn zhǒng liú qiē chú shù	胰腺腫瘤切除術
yǐ xíng bìng dú xìng gān yán	乙型病毒性肝炎
yí xíng xì bāo yuán wèi ái	移行細胞原位癌
yī yuàn huò dé xìng fèi yán	醫院獲得性肺炎
yī yuán tǐ xìng fù gāo yán	衣原體性附睾炎
yī yuán tǐ xìng gāo wán yán	衣原體性睾丸炎
yī yuán tǐ xìng gōng jǐng yán	衣原體性宮頸炎
yī yuán tǐ xìng niào dào yán	衣原體性尿道炎
yī yuán tǐ xìng páng guāng yán	衣原體性膀胱炎
yī yuán tǐ xìng yīn dào yán	衣原體性陰道炎
yī yuán xìng chuí tǐ zhàng ài	醫原性垂體障礙
yī yuán xìng luǎn cháo shuāi jié	醫源性卵巢衰竭
yī yuán xìng máo zēng duō zhèng	醫源性毛增多症
yì yuán xìng tū chù yì huà	異源性突觸易化
yì zhèng xìng shuì mèng zhuàng tài	癔症性睡夢狀態
yì zhèng xìng zhī tǐ má mù	癔症性肢體麻木
yí zhí shèn gōng néng bù quán	移植腎功能不全
yí zhí shèn gōng néng shuāi jié	移植腎功能衰竭
yí zhí shèn gōng néng yán chí	移植腎功能延遲
yí zhí shèn pò liè xiū bǔ	移植腎破裂修補
yí zhí shèn yuán bìng fù fā	移植腎原病復發
yí zhí wù kàng sù zhǔ bìng	移植物抗宿主病
yì zhì xì bāo shēng zhǎng de	抑制細胞生長的
yì zhì yáng xū wài gǎn yīn	亦治陽虛外感因
yí zhí yí jiǎ xìng náng zhǒng	移植胰假性囊腫
yì zhì yōu mén luó gǎn jūn	抑制幽門螺桿菌
yí zhí zào xuè gàn xì bāo	移植造血幹細胞
yì zhǒng qì guǎn zhì huàn shù	異種氣管置換術
yǐ zhuàng jié cháng jiān yǐn wō	乙狀結腸間隱窩
yǐ zhuàng jié cháng jìng jiǎn chá	乙狀結腸鏡檢查
yǐ zhuàng jié cháng lín bā jié	乙狀結腸淋巴結
yǐ zhuàng jié cháng qiē chú shù	乙狀結腸切除術
yǐ zhuàng jié cháng xiū bǔ shù	乙狀結腸修補術
yǐ zhuàng jié cháng xuán diào shù	乙狀結腸懸吊術
yǐ zhuàng jié cháng zào kǒu shù	乙狀結腸造口術
yǐ zhuàng jié cháng zào lòu shù	乙狀結腸造瘻術
yì zhuàng nǔ ròu qiē chú shù	翼狀胬肉切除術
yì zhuàng nǔ ròu zhuàn wèi shù	翼狀胬肉轉位術
yì zhuàng zhuì pǔ zōng hé zhēng	翼狀贅蹼綜合徵
yī zú jí kǒu xī chóng bìng	伊族棘口吸蟲病
yīn chún chuāng shāng xìng qiē duàn	陰唇創傷性切斷
yīn dào bā hén qiē chú shù	陰道疤痕切除術
yīn dào bān hén qiē chú shù	陰道瘢痕切除術
yīn dào bì suǒ qiē kāi shù	陰道閉鎖切開術
yīn dào bìng hài qiē chú shù	陰道病害切除術
yīn dào bìng sǔn qiē chú shù	陰道病損切除術
yīn dào bù fèn qiē chú shù	陰道部分切除術
yīn dào cè bì qiē kāi shù	陰道側壁切開術
yīn dào fēi yán xìng jí huàn	陰道非炎性疾患
yīn dào fēn mì wù jiǎn chá	陰道分泌物檢查
yīn dào gé mó qiē chú shù	陰道隔膜切除術
yīn dào gé mó qiē kāi shù	陰道隔膜切開術
yīn dào hòu bì xiū bǔ shù	陰道後壁修補術
yīn dào hòu shàn xiū bǔ shù	陰道後疝修補術
yīn dào huì yīn chéng xíng shù	陰道會陰成形術
yīn dào jié jié qiē chú shù	陰道結節切除術
yīn dào jú bù qiē chú shù	陰道局部切除術
yīn dào liè shāng féng hé shù	陰道裂傷縫合術
yīn dào mó xíng zhì rù shù	陰道模型置入術
yīn dào náng zhǒng qiē chú shù	陰道囊腫切除術
yīn dào niào dào lòu xiǎn xiàng	陰道尿道瘻顯像
yīn dào pēi tāi xìng náng zhǒng	陰道胚胎性囊腫
yīn dào qián bì xiū bǔ shù	陰道前壁修補術
yīn dào qián hòu bì tuō chuí	陰道前後壁脫垂
yīn dào qióng lóng fēng bì shù	陰道穹隆封閉術
yīn dào qióng lóng xiū bǔ shù	陰道穹窿修補術
yīn dào shàng pí nèi zhǒng liú	陰道上皮內腫瘤
yīn dào xì jūn zēng shēng zhèng	陰道細菌增生症
yīn dào xī ròu qiē chú shù	陰道息肉切除術
yīn dào xié gé qiē chú shù	陰道斜隔切除術
yīn dào xuè zhǒng qīng chú shù	陰道血腫清除術
yīn dào yì wù qǔ chū shù	陰道異物取出術
yīn dào zhān lián fēn lí shù	陰道粘連分離術
yīn dào zhān lián sōng jiě shù	陰道粘連松解術
yīn dào zhōng gé chéng xíng shù	陰道中隔成形術
yīn dào zǐ gōng tuō kuì yáng	陰道子宮托潰瘍
yīn dì bìng hài qiē chú shù	陰蒂病害切除術
yīn dì bìng sǔn qiē chú shù	陰蒂病損切除術
yīn dì duǎn suō chéng xíng shù	陰蒂短縮成型術
yīn dì féi dà zhěng fù shù	陰蒂肥大整復術
yīn dì hǎi mián tǐ shén jīng	陰蒂海綿體神經
yīn dì suō xiǎo fù wèi shù	陰蒂縮小復位術
yīn dì zhǒng wù qiē chú shù	陰蒂腫物切除術
yǐn gāo bìng sǔn qiē chú shù	隱睾病損切除術
yīn gōu gǎn jūn xìng fèi yán	陰溝桿菌性肺炎
yīn jīng ái qián qī bìng biàn	陰莖癌前期病變
yīn jīng bìng hài qiē chú shù	陰莖病害切除術
yīn jīng bìng sǔn qiē chú shù	陰莖病損切除術
yīn jīng bù fèn qiē chú shù	陰莖部分切除術
yīn jīng chóng jiàn chéng xíng shù	陰莖重建成形術
yīn jīng chuāng shāng xìng qiē duàn	陰莖創傷性切斷
yīn jīng dòng mài cè yā shù	陰莖動脈測壓術
yīn jīng hǎi mián tǐ bái mó	陰莖海綿體白膜
yīn jīng hǎi mián tǐ nóng zhǒng	陰莖海綿體膿腫
yīn jīng hǎi mián tǐ shén jīng	陰莖海綿體神經
yīn jīng hǎi mián tǐ xiǎo liáng	陰莖海綿體小梁
yīn jīng hǎi mián tǐ zào yǐng	陰莖海綿體造影
yīn jīng jī dǐ xì bāo ái	陰莖基底細胞癌
yīn jīng jī xíng zhěng xíng shù	陰莖畸型整形術
yīn jīng jiǎ tǐ zhì fàng shù	陰莖假體置放術
yīn jīng jiǎ tǐ zhí rù shù	陰莖假體植入術
yīn jīng jìng mài jié zā shù	陰莖靜脈結紮術
yīn jīng jìng mài xiān wéi huà	陰莖靜脈纖維化
yīn jīng jú bù qiē chú shù	陰莖局部切除術
yīn jīng kāi fàng xìng shāng kǒu	陰莖開放性傷口
yīn jīng liè shāng féng hé shù	陰莖裂傷縫合術
yīn jīng lín zhuàng xì bāo ái	陰莖鱗狀細胞癌
yīn jīng náng zhǒng qiē chú shù	陰莖囊腫切除術
yīn jīng nián yè yàng náng zhǒng	陰莖黏液樣囊腫
yīn jīng pí fū sī tuō shāng	陰莖皮膚撕脫傷
yīn jīng pí zhī xiàn náng zhǒng	陰莖皮脂腺囊腫
