shū luǎn guǎn ái	输卵管癌
yáng míng shuǐ rè hù jié zhèng	阳明水热互结证
yáng xū hán shī zǔ luò zhèng	阳虚寒湿阻络证
yǎng zú yuán sù hù huà wù	氧族元素互化物
yāo bù jié hé xìng dòu dào	腰部结核性窦道
yāo bù jié hé xìng nóng zhǒng	腰部结核性脓肿
yāo bù kāi fàng xìng shāng kǒu	腰部开放性伤口
yāo dǐ shén jīng cóng duàn liè	腰骶神经丛断裂
yāo dǐ shén jīng gēn jí huàn	腰骶神经根疾患
yāo dǐ shén jīng gēn náng zhǒng	腰骶神经根囊肿
yāo dǐ zhuī jiān pán biàn xìng	腰骶椎间盘变性
yāo dǐ zhuī jiān pán tuō chū	腰骶椎间盘脱出
yāo dǐ zhuī jiān pán tuō wèi	腰骶椎间盘脱位
yāo héng tū jiān nèi cè jī	腰横突间内侧肌
yāo héng tū jiān wài cè jī	腰横突间外侧肌
yáo huàng yīng ér zōng hé zhēng	摇晃婴儿综合征
yào pǐn xiào yìng dòng lì xué	药品效应动力学
yào shí bàn duì shù qū xiàn	药时半对数曲线
yào suī xiāng wèi xiào xiāng chéng	药虽相畏效相成
yào wù dài xiè dòng lì xué	药物代谢动力学
yào wù dòng lì xué mó xíng	药物动力学模型
yào wù guāng biàn yīng fǎn yìng	药物光变应反应
yào wù guāng dú xìng fǎn yìng	药物光毒性反应
yào wù guò mǐn xìng kǒu yán	药物过敏性口炎
yào wù huò yào jì zhòng dú	药物或药剂中毒
yào wù jiē chù xìng pí yán	药物接触性皮炎
yào wù tè yì xìng kàng tǐ	药物特异性抗体
yào wù xiāng guān xìng cháng yán	药物相关性肠炎
yào wù xiào yìng dòng lì xué	药物效应动力学
yào wù xìng diān xián fā zuò	药物性癫痫发作
yào wù xìng duō shén jīng bìng	药物性多神经病
yào wù xìng gǔ suǐ yì zhì	药物性骨髓抑制
yào wù xìng jiǎ zhuàng xiàn yán	药物性甲状腺炎
yào wù xìng yá yín zēng shēng	药物性牙龈增生
yào wù yǐn qǐ gǔ huài sǐ	药物引起骨坏死
yào wù zhù shè hòu bā hén	药物注射后疤痕
yāo zhuī bìng zào qīng chú shù	腰椎病灶清除术
yāo zhuī chuān cì hòu tou tòng	腰椎穿刺后头痛
yāo zhuī chuí guǎn xiá zhǎi zhèng	腰椎椎管狭窄症
yāo zhuī duō kāi xìng tuō wèi	腰椎哆开性脱位
yāo zhuī héng tū zōng hé zhēng	腰椎横突综合征
yāo zhuī jiān pán qiē chú shù	腰椎间盘切除术
yāo zhuī jiān pán tū chū zhèng	腰椎间盘突出症
yāo zhuī jiān tuì huà xìng biàn	腰椎间退化性变
yāo zhuī jié hé bàn nóng zhǒng	腰椎结核伴脓肿
yāo zhuī kāi fàng xìng gǔ zhé	腰椎开放性骨折
yāo zhuī zhū wǎng mó xià qiāng	腰椎蛛网膜下腔
yè bēn lín bā jié zhǒng dà	腋贲淋巴结肿大
yé ěr sēn shì jūn cháng yán	耶尔森氏菌肠炎
yè lín bā jié qīng sǎo shù	腋淋巴结清扫术
yè nèi xíng fèi gé lí zhèng	叶内型肺隔离症
yè wài xíng fèi gé lí zhèng	叶外型肺隔离症
yè wō kāi fàng xìng shāng kǒu	腋窝开放性伤口
yè xià lín bā jié zhǒng dà	腋下淋巴结肿大
yè xià zhǒng kuài qiē chú shù	腋下肿块切除术
yì bān shì yìng zōng hé zhēng	一般适应综合征
yí chuán guò mǐn xìng pí yán	遗传过敏性皮炎
yí chuán xìng bái hēi biàn bìng	遗传性白黑变病
yí chuán xìng fèn bǔ lín bìng	遗传性粪卟啉病
yí chuán xìng lín bā shuǐ zhǒng	遗传性淋巴水肿
yí chuán xìng tuǐ bù shuǐ zhǒng	遗传性腿部水肿
yí cì xìng qì guǎn dǎo guǎn	一次性气管导管
yí dǎo sù liú qiē chú shù	胰岛素瘤切除术
yí dǎo xì bāo yí zhí shù	胰岛细胞移植术
yí dǎo xì bāo zēng shēng zhèng	胰岛细胞增生症
yí guǎn bìng sǔn qiē chú shù	胰管病损切除术
yí guǎn kōng cháng wěn hé shù	胰管空肠吻合术
yí guǎn qiē kāi qǔ shí shù	胰管切开取石术
yì guǎn shén jīng qiē duàn shù	翼管神经切断术
yí guǎn tào guǎn chā rù shù	胰管套管插入术
yì kāng jǐng zhuī qiān yǐn dài	益康颈椎牵引带
yì miáo jiē zhòng hòu nǎo yán	疫苗接种后脑炎
yì miáo jiē zhòng jiǎo mó yán	疫苗接种角膜炎
yì qī ěr kuò chéng xíng shù	一期耳廓成形术
yì rǔ bì jīng zōng hé zhēng	溢乳闭经综合征
yí shí èr zhǐ cháng jìng mài	胰十二指肠静脉
yì tǐ gōng gān qiē chú shù	异体供肝切除术
yì tǐ gǒng mó tián sāi shù	异体巩膜填塞术
yì tǐ gōng shèn qǔ shèn shù	异体供肾取肾术
yì tǐ gōng yí qiē chú shù	异体供胰切除术
yì tǐ guān jié zhì huàn shù	异体关节置换术
yì tǐ jié mó yí zhí shù	异体结膜移植术
yì tǐ jīn mó xuán diào shù	异体筋膜悬吊术
yì tǐ pí zàng yí zhí shù	异体脾脏移植术
yì tū lín bā guǎn kuò zhāng	翼突淋巴管扩张
yí wàng xū gòu zōng hé zhēng	遗忘虚构综合征
yì wèi yí xiàn qiē chú shù	异位胰腺切除术
yì wèi yí xiàn yí zhí shù	异位胰腺移植术
yí xiàn bìng sǔn qiē chú shù	胰腺病损切除术
yí xiàn bù fèn qiē chú shù	胰腺部分切除术
yí xiàn chuān cì huó jiǎn shù	胰腺穿刺活检术
yí xiàn gēn zhì qiē chú shù	胰腺根治切除术
yí xiàn hú fù bù xiàn ái	胰腺壶腹部腺癌
yí xiàn kōng cháng wěn hé shù	胰腺空肠吻合术
yí xiàn náng zhǒng qiē chú shù	胰腺囊肿切除术
yí xiàn náng zhǒng zào dài shù	胰腺囊肿造袋术
yí xiàn náng zhǒng zào kǒu shù	胰腺囊肿造口术
yí xiàn nóng zhǒng yǐn liú shù	胰腺脓肿引流术
yí xiàn qiē kāi qǔ shí shù	胰腺切开取石术
yí xiàn qiē kāi yǐn liú shù	胰腺切开引流术
yí xiàn quán bù qiē chú shù	胰腺全部切除术
yí xiàn wēi bō gù huà shù	胰腺微波固化术
yí xiàn zhǒng liú qiē chú shù	胰腺肿瘤切除术
yǐ xíng bìng dú xìng gān yán	乙型病毒性肝炎
yí xíng xì bāo yuán wèi ái	移行细胞原位癌
yī yuàn huò dé xìng fèi yán	医院获得性肺炎
yī yuán tǐ xìng fù gāo yán	衣原体性附睾炎
yī yuán tǐ xìng gāo wán yán	衣原体性睾丸炎
yī yuán tǐ xìng gōng jǐng yán	衣原体性宫颈炎
yī yuán tǐ xìng niào dào yán	衣原体性尿道炎
yī yuán tǐ xìng páng guāng yán	衣原体性膀胱炎
yī yuán tǐ xìng yīn dào yán	衣原体性阴道炎
yī yuán xìng chuí tǐ zhàng ài	医原性垂体障碍
yī yuán xìng luǎn cháo shuāi jié	医源性卵巢衰竭
yī yuán xìng máo zēng duō zhèng	医源性毛增多症
yì yuán xìng tū chù yì huà	异源性突触易化
yì zhèng xìng shuì mèng zhuàng tài	癔症性睡梦状态
yì zhèng xìng zhī tǐ má mù	癔症性肢体麻木
yí zhí shèn gōng néng bù quán	移植肾功能不全
yí zhí shèn gōng néng shuāi jié	移植肾功能衰竭
yí zhí shèn gōng néng yán chí	移植肾功能延迟
yí zhí shèn pò liè xiū bǔ	移植肾破裂修补
yí zhí shèn yuán bìng fù fā	移植肾原病复发
yí zhí wù kàng sù zhǔ bìng	移植物抗宿主病
yì zhì xì bāo shēng zhǎng de	抑制细胞生长的
yì zhì yáng xū wài gǎn yīn	亦治阳虚外感因
yí zhí yí jiǎ xìng náng zhǒng	移植胰假性囊肿
yì zhì yōu mén luó gǎn jūn	抑制幽门螺杆菌
yí zhí zào xuè gàn xì bāo	移植造血干细胞
yì zhǒng qì guǎn zhì huàn shù	异种气管置换术
yǐ zhuàng jié cháng jiān yǐn wō	乙状结肠间隐窝
yǐ zhuàng jié cháng jìng jiǎn chá	乙状结肠镜检查
yǐ zhuàng jié cháng lín bā jié	乙状结肠淋巴结
yǐ zhuàng jié cháng qiē chú shù	乙状结肠切除术
yǐ zhuàng jié cháng xiū bǔ shù	乙状结肠修补术
yǐ zhuàng jié cháng xuán diào shù	乙状结肠悬吊术
yǐ zhuàng jié cháng zào kǒu shù	乙状结肠造口术
yǐ zhuàng jié cháng zào lòu shù	乙状结肠造瘘术
yì zhuàng nǔ ròu qiē chú shù	翼状胬肉切除术
yì zhuàng nǔ ròu zhuàn wèi shù	翼状胬肉转位术
yì zhuàng zhuì pǔ zōng hé zhēng	翼状赘蹼综合征
yī zú jí kǒu xī chóng bìng	伊族棘口吸虫病
yīn chún chuāng shāng xìng qiē duàn	阴唇创伤性切断
yīn dào bā hén qiē chú shù	阴道疤痕切除术
yīn dào bān hén qiē chú shù	阴道瘢痕切除术
yīn dào bì suǒ qiē kāi shù	阴道闭锁切开术
yīn dào bìng hài qiē chú shù	阴道病害切除术
yīn dào bìng sǔn qiē chú shù	阴道病损切除术
yīn dào bù fèn qiē chú shù	阴道部分切除术
yīn dào cè bì qiē kāi shù	阴道侧壁切开术
yīn dào fēi yán xìng jí huàn	阴道非炎性疾患
yīn dào fēn mì wù jiǎn chá	阴道分泌物检查
yīn dào gé mó qiē chú shù	阴道隔膜切除术
yīn dào gé mó qiē kāi shù	阴道隔膜切开术
yīn dào hòu bì xiū bǔ shù	阴道后壁修补术
yīn dào hòu shàn xiū bǔ shù	阴道后疝修补术
yīn dào huì yīn chéng xíng shù	阴道会阴成形术
yīn dào jié jié qiē chú shù	阴道结节切除术
yīn dào jú bù qiē chú shù	阴道局部切除术
yīn dào liè shāng féng hé shù	阴道裂伤缝合术
yīn dào mó xíng zhì rù shù	阴道模型置入术
yīn dào náng zhǒng qiē chú shù	阴道囊肿切除术
yīn dào niào dào lòu xiǎn xiàng	阴道尿道瘘显像
yīn dào pēi tāi xìng náng zhǒng	阴道胚胎性囊肿
yīn dào qián bì xiū bǔ shù	阴道前壁修补术
yīn dào qián hòu bì tuō chuí	阴道前后壁脱垂
yīn dào qióng lóng fēng bì shù	阴道穹隆封闭术
yīn dào qióng lóng xiū bǔ shù	阴道穹窿修补术
yīn dào shàng pí nèi zhǒng liú	阴道上皮内肿瘤
yīn dào xì jūn zēng shēng zhèng	阴道细菌增生症
yīn dào xī ròu qiē chú shù	阴道息肉切除术
yīn dào xié gé qiē chú shù	阴道斜隔切除术
yīn dào xuè zhǒng qīng chú shù	阴道血肿清除术
yīn dào yì wù qǔ chū shù	阴道异物取出术
yīn dào zhān lián fēn lí shù	阴道粘连分离术
yīn dào zhān lián sōng jiě shù	阴道粘连松解术
yīn dào zhōng gé chéng xíng shù	阴道中隔成形术
yīn dào zǐ gōng tuō kuì yáng	阴道子宫托溃疡
yīn dì bìng hài qiē chú shù	阴蒂病害切除术
yīn dì bìng sǔn qiē chú shù	阴蒂病损切除术
yīn dì duǎn suō chéng xíng shù	阴蒂短缩成型术
yīn dì féi dà zhěng fù shù	阴蒂肥大整复术
yīn dì hǎi mián tǐ shén jīng	阴蒂海绵体神经
yīn dì suō xiǎo fù wèi shù	阴蒂缩小复位术
yīn dì zhǒng wù qiē chú shù	阴蒂肿物切除术
yǐn gāo bìng sǔn qiē chú shù	隐睾病损切除术
yīn gōu gǎn jūn xìng fèi yán	阴沟杆菌性肺炎
yīn jīng ái qián qī bìng biàn	阴茎癌前期病变
yīn jīng bìng hài qiē chú shù	阴茎病害切除术
yīn jīng bìng sǔn qiē chú shù	阴茎病损切除术
yīn jīng bù fèn qiē chú shù	阴茎部分切除术
yīn jīng chóng jiàn chéng xíng shù	阴茎重建成形术
yīn jīng chuāng shāng xìng qiē duàn	阴茎创伤性切断
yīn jīng dòng mài cè yā shù	阴茎动脉测压术
yīn jīng hǎi mián tǐ bái mó	阴茎海绵体白膜
yīn jīng hǎi mián tǐ nóng zhǒng	阴茎海绵体脓肿
yīn jīng hǎi mián tǐ shén jīng	阴茎海绵体神经
yīn jīng hǎi mián tǐ xiǎo liáng	阴茎海绵体小梁
yīn jīng hǎi mián tǐ zào yǐng	阴茎海绵体造影
yīn jīng jī dǐ xì bāo ái	阴茎基底细胞癌
yīn jīng jī xíng zhěng xíng shù	阴茎畸型整形术
yīn jīng jiǎ tǐ zhì fàng shù	阴茎假体置放术
yīn jīng jiǎ tǐ zhí rù shù	阴茎假体植入术
yīn jīng jìng mài jié zā shù	阴茎静脉结扎术
yīn jīng jìng mài xiān wéi huà	阴茎静脉纤维化
yīn jīng jú bù qiē chú shù	阴茎局部切除术
yīn jīng kāi fàng xìng shāng kǒu	阴茎开放性伤口
yīn jīng liè shāng féng hé shù	阴茎裂伤缝合术
yīn jīng lín zhuàng xì bāo ái	阴茎鳞状细胞癌
yīn jīng náng zhǒng qiē chú shù	阴茎囊肿切除术
yīn jīng nián yè yàng náng zhǒng	阴茎黏液样囊肿
yīn jīng pí fū sī tuō shāng	阴茎皮肤撕脱伤
yīn jīng pí zhī xiàn náng zhǒng	阴茎皮脂腺囊肿
yīn jīng tóu è xìng zhǒng liú	阴茎头恶性肿瘤
yīn jīng wài shāng qīng chuàng shù	阴茎外伤清创术
yīn jīng xíng niào dào shàng liè	阴茎型尿道上裂
yīn jīng xíng niào dào xià liè	阴茎型尿道下裂
yīn jīng xuè guǎn chóng jiàn shù	阴茎血管重建术
yīn jīng yīn náng quán qiē shù	阴茎阴囊全切术
yīn jīng yīn náng xiàng pí zhǒng	阴茎阴囊象皮肿
yīn jīng zhēn zhū zhuàng qiū zhěn	阴茎珍珠状丘疹
yīn náng bāo kuài qiē chú shù	阴囊包块切除术
yīn náng bìng hài qiē chú shù	阴囊病害切除术
yīn náng bìng sǔn qiē chú shù	阴囊病损切除术
yīn náng bù fèn qiē chú shù	阴囊部分切除术
yīn náng chuāng shāng xìng qiē duàn	阴囊创伤性切断
yīn náng héng wén jī ròu liú	阴囊横纹肌肉瘤
yīn náng huài sǐ kuò chuàng shù	阴囊坏死扩创术
yīn náng kāi fàng xìng shāng kǒu	阴囊开放性伤口
yīn náng lòu guǎn xiū bǔ shù	阴囊瘘管修补术
yīn náng nèi zhǒng liú zhòng zhí	阴囊内肿瘤种植
yīn náng nóng zhǒng yǐn liú shù	阴囊脓肿引流术
yīn náng pèi jí tè shì bìng	阴囊佩吉特氏病
yīn náng pí zhī xiàn náng zhǒng	阴囊皮脂腺囊肿
yīn náng qiē kāi yǐn liú shù	阴囊切开引流术
yīn náng xuè guǎn jiǎo huà liú	阴囊血管角化瘤
yīn náng zhǒng liú qiē chú shù	阴囊肿瘤切除术
yīn náng zhǒng wù qiē chú shù	阴囊肿物切除术
yǐn qiú jūn xìng nǎo mó yán	隐球菌性脑膜炎
yīn shì zi gōng qiē chú shù	阴式子宫切除术
yín xiè bìng xìng guān jié yán	银屑病性关节炎
yǐn xìng yù jī zōng hé zhēng	隐性预激综合征
yīn xū gān yù shì miào fāng	阴虚肝郁是妙方
yīn xū huǒ wàng dào hàn liáng	阴虚火旺盗汗良
yīn xū huǒ wàng zì kě jiān	阴虚火旺自可煎
yīn yáng bié lùn piān dì qī	阴阳别论篇第七
yīn yáng qīng zhuó dì sì shí	阴阳清浊第四十
yīn yáng shí yī mài jiǔ jīng	阴阳十一脉灸经
yīn zǔ qì xuè zé mài chí	阴阻气血则脉迟
yìng è huó zǔ zhī jiǎn chá	硬腭活组织检查
yìng è liè bàn yǒu chún liè	硬腭裂伴有唇裂
yīng ér cù sǐ zōng hé zhēng	婴儿猝死综合征
yīng ér cuì sǐ zōng hé zhēng	婴儿瘁死综合征
yīng ér gǔ wài céng féi hòu	婴儿骨外层肥厚
yīng ér huài jū xìng pí yán	婴儿坏疽性皮炎
yīng ér jī xiān wéi liú bìng	婴儿肌纤维瘤病
yīng ér jiǎ xìng bái xuè bìng	婴儿假性白血病
yīng ér jìng luán xìng diān xián	婴儿痉挛性癫痫
yīng ér mēn rè zōng hé zhēng	婴儿闷热综合征
yīng ér nián yè xìng shuǐ zhǒng	婴儿黏液性水肿
yīng ér qiū zhěn xìng pí yán	婴儿丘疹性皮炎
yīng ér shǒu zú chù nuò zhèng	婴儿手足搐搦症
yīng ér sōng ruǎn zōng hé zhēng	婴儿松软综合征
yīng ér tún bù ròu yá zhǒng	婴儿臀部肉芽肿
yīng ér xíng shèn duō náng bìng	婴儿型肾多囊病
yīng ér xìng xiān wéi ròu liú	婴儿性纤维肉瘤
yīng ér zhī duān nóng pào bìng	婴儿肢端脓疱病
yīng ér zhī qì guǎn fèi yán	婴儿支气管肺炎
yīng ér zhī yì xìng pí yán	婴儿脂溢性皮炎
yìng hóng bān bā zàn shì bìng	硬红斑巴赞氏病
yìng huà wěi suō zōng hé zhēng	硬化萎缩综合征
yìng jǐ mó dòng jìng mài lòu	硬脊膜动静脉瘘
yìng jǐ mó xià nǎo mó liú	硬脊膜下脑膜瘤
yìng jié xìng pí fū jié hé	硬结性皮肤结核
yìng mó wài è xìng zhǒng liú	硬膜外恶性肿瘤
yìng mó wài jǐ suǐ nóng zhǒng	硬膜外脊髓脓肿
yìng mó wài lián xù zhèn tòng	硬膜外连续镇痛
yìng mó xià è xìng zhǒng liú	硬膜下恶性肿瘤
yìng mó xià jǐ suǐ náng zhǒng	硬膜下脊髓囊肿
yìng mó xià jǐ suǐ nóng zhǒng	硬膜下脊髓脓肿
yìng náng luǎn cháo zōng hé zhēng	硬囊卵巢综合征
yìng nǎo mó dòng jìng mài lòu	硬脑膜动静脉瘘
yìng nǎo mó xià chuān cì shù	硬脑膜下穿刺术
yìng nǎo mó xiū bǔ cái liào	硬脑膜修补材料
yìng xiān wéi liú qiē chú shù	硬纤维瘤切除术
yǐng xiàng zēng qiáng xiǎn wēi shù	影像增强显微术
yìng xìng bí yān jìng jiǎn chá	硬性鼻咽镜检查
yìng xìng ěr nèi jìng jiǎn chá	硬性耳内镜检查
yìng xìng qì guǎn jìng jiǎn chá	硬性气管镜检查
yìng xìng shí guǎn jìng jiǎn chá	硬性食管镜检查
yíng yǎng bù liáng zōng hé zhēng	营养不良综合征
yíng yǎng guò dù hòu yí zhèng	营养过度后遗症
yíng yǎng quē fá xìng shī zhěn	营养缺乏性湿疹
yòu bàn jié cháng gēn zhì shù	右半结肠根治术
yòu bàn jié cháng qiē chú shù	右半结肠切除术
yóu dòng xìng jiǎ zhuàng xiàn zhǒng	游动性甲状腺肿
yòu fáng cì shāng xiū bǔ shù	右房刺伤修补术
yòu fèi shàng yè zhī qì guǎn	右肺上叶支气管
yòu fèi xià yè zhī qì guǎn	右肺下叶支气管
yòu fèi zhōng yè zhī qì guǎn	右肺中叶支气管
yóu huà jiǎo huà bù liáng liú	疣化角化不良瘤
yóu lí gǔ bàn yí zhí shù	游离骨瓣移植术
yóu lí pí bàn yí zhí shù	游离皮瓣移植术
yóu lí pí fū yí zhí shù	游离皮肤移植术
yóu lí pí piàn yí zhí shù	游离皮片移植术
yóu lí zǔ zhī yí zhí shù	游离组织移植术
yōu mén dòu è xìng zhǒng liú	幽门窦恶性肿瘤
yōu mén guǎn è xìng zhǒng liú	幽门管恶性肿瘤
yōu mén huán jī qiē kāi shù	幽门环肌切开术
yōu mén jī céng qiē kāi shù	幽门肌层切开术
yōu mén qián è xìng zhǒng liú	幽门前恶性肿瘤
yōu mén qiē kāi kuò zhāng shù	幽门切开扩张术
yōu mén zhān lián sōng jiě shù	幽门粘连松解术
yòu miàn shén jīng jiǎn yā shù	右面神经减压术
yòu nián huáng sè ròu yá zhǒng	幼年黄色肉芽肿
yòu nián xíng duō dòng mài yán	幼年型多动脉炎
yòu nián xíng duō guān jié yán	幼年型多关节炎
yòu nián xíng gǔ ruǎn gǔ bìng	幼年型骨软骨病
yòu nián xíng pí duō jī yán	幼年型皮多肌炎
yòu nián xíng shén jīng méi dú	幼年型神经梅毒
yòu nián xìng xiān wéi xiàn liú	幼年性纤维腺瘤
yòu nián xìng zhí bù pí bìng	幼年性跖部皮病
yòu shì cì shāng xiū bǔ shù	右室刺伤修补术
yòu xīn dǎo guǎn jiǎn chá shù	右心导管检查术
yòu zhì fā yù bù quán zhèng	釉质发育不全症
yòu zhì gài huà bù quán zhèng	釉质钙化不全症
yòu zhī qì guǎn zòng gé gàn	右支气管纵隔干
yóu zhuàng féi hòu xìng láng chuāng	疣状肥厚性狼疮
yóu zhuàng jiǎo huà bù liáng liú	疣状角化不良瘤
yóu zhuàng zhī duān jiǎo huà bìng	疣状肢端角化病
yóu zhuàng zhī duān jiǎo huà zhèng	疣状肢端角化症
yú chǔn chuāng kǒu zōng hé zhēng	愚蠢窗口综合征
